Package,File,Line,Category,Match,Address,Domain/IP,Domain Status,URI,Context
MDK.mpackage,loginator.lua,415,External Communications,openUrl(,,,,,\nfunction Loginator:openDir()\n  openUrl(self:getPath())\nend\n
MDK.mpackage,spinbox.lua,16,Network Identifiers,https://demonnic.github.io/image-assets/uparrow.png,demonnic.github.io,demonnic.github.io,Publicly Writable,https://demonnic.github.io/image-assets/uparrow.png,"  inactiveButtonColor = ""DimGray"",\n  integer = true,\n  upArrowLocation = ""https://demonnic.github.io/image-assets/uparrow.png"",\n  downArrowLocation = ""https://demonnic.github.io/image-assets/downarrow.png"",\n  color = ""#202020"""
MDK.mpackage,spinbox.lua,17,Network Identifiers,https://demonnic.github.io/image-assets/downarrow.png,demonnic.github.io,demonnic.github.io,Publicly Writable,https://demonnic.github.io/image-assets/downarrow.png,"  integer = true,\n  upArrowLocation = ""https://demonnic.github.io/image-assets/uparrow.png"",\n  downArrowLocation = ""https://demonnic.github.io/image-assets/downarrow.png"",\n  color = ""#202020""\n}"
MDK.mpackage,spinbox.lua,309,External Communications,downloadFile(,,,,,"    end\n    if upURL:match(""^http"") then\n      self:downloadFile(upURL, upFile)\n    elseif io.exists(upURL) then\n      upFile = upURL"
MDK.mpackage,spinbox.lua,323,External Communications,downloadFile(,,,,,"    end\n    if downURL:match(""^http"") then\n      self:downloadFile(downURL, downFile)\n    elseif io.exists(downURL) then\n      downFile = downURL"
MDK.mpackage,spinbox.lua,346,External Communications,downloadFile(,,,,,"\n\nfunction spinbox:downloadFile(url, fileName)\n  local parts = fileName:split(""/"")\n  parts[#parts] = nil"
MDK.mpackage,spinbox.lua,371,External Communications,downloadFile(,,,,,"  registerNamedEventHandler(uname, handlerName .. ""done"", ""sysDownloadDone"", handler, true)\n  registerNamedEventHandler(uname, handlerName .. ""error"", ""sysDownloadError"", handler, true)\n  downloadFile(fileName, url)\nend\n"
MDK.mpackage,spinbox.lua,379,Unsafe Inputs,load(,,,,,"  local locations = {}\n  if io.exists(saveFile) then\n    table.load(saveFile, locations)\n  end\n  return locations"
MDK.mpackage,sug.lua,20,Unsafe Inputs,loadstring(,,,,,"\nlocal function getValueAt(accessString)\n  local ok, err = pcall(loadstring(""return "" .. tostring(accessString)))\n  if ok then return err end\n  return nil, err"
MDK.mpackage,timergauge.lua,236,Unsafe Inputs,loadstring(,,,,,"  local hooktype = type(hook)\n  if hooktype == ""string"" then\n    local f, e = loadstring(""return "" .. hook)\n    if not f then\n      f, e = loadstring(hook)"
MDK.mpackage,timergauge.lua,238,Unsafe Inputs,loadstring(,,,,,"    local f, e = loadstring(""return "" .. hook)\n    if not f then\n      f, e = loadstring(hook)\n    end\n    if not f then"
AchaeaChatTabs.mpackage,demontools.lua,61,Network Identifiers,http://www.w3.org/TR/html4/loose.dtd,www.w3.org,www.w3.org,Resolved,http://www.w3.org/TR/html4/loose.dtd,"\nlocal htmlHeader = [=[  <!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN""\n""http://www.w3.org/TR/html4/loose.dtd"">\n<html>\n  <head>"
AchaeaChatTabs.mpackage,demontools.lua,65,Network Identifiers,http://fonts.googleapis.com/css?family=Droid+Sans+Mono,fonts.googleapis.com,fonts.googleapis.com,Resolved,http://fonts.googleapis.com/css?family=Droid+Sans+Mono,"  <head>\n    <meta http-equiv=""Content-Type"" content=""text/html;charset=utf-8"" >\n    <link href='http://fonts.googleapis.com/css?family=Droid+Sans+Mono' rel='stylesheet' type='text/css'>\n    <style type=""text/css"">\n      body {"
AchaeaChatTabs.mpackage,demontools.lua,79,Network Identifiers,http://www.w3.org/TR/html4/loose.dtd,www.w3.org,www.w3.org,Resolved,http://www.w3.org/TR/html4/loose.dtd,"\nlocal htmlHeaderPattern = [=[  <!DOCTYPE HTML PUBLIC ""%-//W3C//DTD HTML 4.01 Transitional//EN""\n""http://www.w3.org/TR/html4/loose.dtd"">\n<html>\n  <head>"
AchaeaChatTabs.mpackage,demontools.lua,83,Network Identifiers,http://fonts.googleapis.com/css%?family=Droid%+Sans%+Mono,fonts.googleapis.com,fonts.googleapis.com,Resolved,http://fonts.googleapis.com/css%?family=Droid%+Sans%+Mono,"  <head>\n    <meta http%-equiv=""Content%-Type"" content=""text/html;charset=utf%-8"" >\n    <link href='http://fonts.googleapis.com/css%?family=Droid%+Sans%+Mono' rel='stylesheet' type='text/css'>\n    <style type=""text/css"">\n      body {"
AchaeaChatTabs.mpackage,emco.lua,1261,Network Identifiers,https://wiki.mudlet.org/w/Manual:Lua_Functions#getTime,wiki.mudlet.org,wiki.mudlet.org,Resolved,https://wiki.mudlet.org/w/Manual:Lua_Functions#getTime,"  if strippedFormat ~= """" then\n    self.ae(funcName,\n            ""format contains invalid time format characters. Please see https://wiki.mudlet.org/w/Manual:Lua_Functions#getTime for formatting information"")\n  else\n    self.timestampFormat = format"
AchaeaChatTabs.mpackage,emco.lua,2229,Unsafe Inputs,load(,,,,,"\n\nfunction EMCO:load()\n  local dirname = getMudletHomeDir() .. ""/EMCO/""\n  local filename = dirname .. self.name .. "".lua"""
AchaeaChatTabs.mpackage,emco.lua,2234,Unsafe Inputs,load(,,,,,"  local configTable = {}\n  if io.exists(filename) then\n    table.load(filename, configTable)\n  else\n    debugc(string.format(""Attempted to load config for EMCO named %s but the file could not be found. Filename: %s"", self.name, filename))"
PRS.mpackage,AdjustableTabWindow.lua,1114,Unsafe Inputs,load(,,,,,"\n\nfunction Adjustable.TabWindow:load(slot, dir)\n    if type(self) ~= ""table"" then\n        dir = slot"
PRS.mpackage,AdjustableTabWindow.lua,1128,Unsafe Inputs,load(,,,,,"    local mytable = {}\n    if io.exists(loadDir) then\n        table.load(loadDir, mytable)\n    else\n        return ""No saved settings found at: "" .. loadDir"
PRS.mpackage,AdjustableTabWindow.lua,1163,Unsafe Inputs,load(,,,,,"                tempStyleWindow:createTempWindow(nil, k)\n            end\n            Adjustable.TabWindow.all[k].container.container:load(slot, dir)\n            if v.windowname ~= ""main"" then\n                Adjustable.TabWindow.all[k].container.container:changeContainer("
PRS.mpackage,AdjustableTabWindow.lua,1212,Unsafe Inputs,load(,,,,,"                    end\n                    \n                    myTab:load(slot, dir)\n                end\n            end"
PRS.mpackage,AdjustableTabWindow.lua,1353,Unsafe Inputs,load(,,,,,"    end\n    emco.load = function(s, slot, dir)\n        EMCO.load(s)\n        self:load(slot, dir)\n    end"
PRS.mpackage,AdjustableTabWindow.lua,1354,Unsafe Inputs,load(,,,,,"    emco.load = function(s, slot, dir)\n        EMCO.load(s)\n        self:load(slot, dir)\n    end\nend"
PRS.mpackage,demontools.lua,61,Network Identifiers,http://www.w3.org/TR/html4/loose.dtd,www.w3.org,www.w3.org,Resolved,http://www.w3.org/TR/html4/loose.dtd,"\nlocal htmlHeader = [=[  <!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN""\n""http://www.w3.org/TR/html4/loose.dtd"">\n<html>\n  <head>"
PRS.mpackage,demontools.lua,65,Network Identifiers,http://fonts.googleapis.com/css?family=Droid+Sans+Mono,fonts.googleapis.com,fonts.googleapis.com,Resolved,http://fonts.googleapis.com/css?family=Droid+Sans+Mono,"  <head>\n    <meta http-equiv=""Content-Type"" content=""text/html;charset=utf-8"" >\n    <link href='http://fonts.googleapis.com/css?family=Droid+Sans+Mono' rel='stylesheet' type='text/css'>\n    <style type=""text/css"">\n      body {"
PRS.mpackage,demontools.lua,79,Network Identifiers,http://www.w3.org/TR/html4/loose.dtd,www.w3.org,www.w3.org,Resolved,http://www.w3.org/TR/html4/loose.dtd,"\nlocal htmlHeaderPattern = [=[  <!DOCTYPE HTML PUBLIC ""%-//W3C//DTD HTML 4.01 Transitional//EN""\n""http://www.w3.org/TR/html4/loose.dtd"">\n<html>\n  <head>"
PRS.mpackage,demontools.lua,83,Network Identifiers,http://fonts.googleapis.com/css%?family=Droid%+Sans%+Mono,fonts.googleapis.com,fonts.googleapis.com,Resolved,http://fonts.googleapis.com/css%?family=Droid%+Sans%+Mono,"  <head>\n    <meta http%-equiv=""Content%-Type"" content=""text/html;charset=utf%-8"" >\n    <link href='http://fonts.googleapis.com/css%?family=Droid%+Sans%+Mono' rel='stylesheet' type='text/css'>\n    <style type=""text/css"">\n      body {"
PRS.mpackage,demontools.lua,98,Unsafe Inputs,loadstring(,,,,,"\nlocal function getValueAt(accessString)\n  local ok, err = pcall(loadstring(""return "" .. tostring(accessString)))\n  if ok then return err end\n  return nil, err"
PRS.mpackage,emco.lua,1261,Network Identifiers,https://wiki.mudlet.org/w/Manual:Lua_Functions#getTime,wiki.mudlet.org,wiki.mudlet.org,Resolved,https://wiki.mudlet.org/w/Manual:Lua_Functions#getTime,"  if strippedFormat ~= """" then\n    self.ae(funcName,\n            ""format contains invalid time format characters. Please see https://wiki.mudlet.org/w/Manual:Lua_Functions#getTime for formatting information"")\n  else\n    self.timestampFormat = format"
PRS.mpackage,emco.lua,2229,Unsafe Inputs,load(,,,,,"\n\nfunction EMCO:load()\n  local dirname = getMudletHomeDir() .. ""/EMCO/""\n  local filename = dirname .. self.name .. "".lua"""
PRS.mpackage,emco.lua,2234,Unsafe Inputs,load(,,,,,"  local configTable = {}\n  if io.exists(filename) then\n    table.load(filename, configTable)\n  else\n    debugc(string.format(""Attempted to load config for EMCO named %s but the file could not be found. Filename: %s"", self.name, filename))"
PRS.mpackage,sug.lua,20,Unsafe Inputs,loadstring(,,,,,"\nlocal function getValueAt(accessString)\n  local ok, err = pcall(loadstring(""return "" .. tostring(accessString)))\n  if ok then return err end\n  return nil, err"
LusterniaChatTabs.mpackage,demontools.lua,70,Network Identifiers,http://www.w3.org/TR/html4/loose.dtd,www.w3.org,www.w3.org,Resolved,http://www.w3.org/TR/html4/loose.dtd,"\nlocal htmlHeader = [=[  <!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN""\n""http://www.w3.org/TR/html4/loose.dtd"">\n<html>\n  <head>"
LusterniaChatTabs.mpackage,demontools.lua,74,Network Identifiers,http://fonts.googleapis.com/css?family=Droid+Sans+Mono,fonts.googleapis.com,fonts.googleapis.com,Resolved,http://fonts.googleapis.com/css?family=Droid+Sans+Mono,"  <head>\n    <meta http-equiv=""Content-Type"" content=""text/html;charset=utf-8"" >\n    <link href='http://fonts.googleapis.com/css?family=Droid+Sans+Mono' rel='stylesheet' type='text/css'>\n    <style type=""text/css"">\n      body {"
LusterniaChatTabs.mpackage,demontools.lua,88,Network Identifiers,http://www.w3.org/TR/html4/loose.dtd,www.w3.org,www.w3.org,Resolved,http://www.w3.org/TR/html4/loose.dtd,"\nlocal htmlHeaderPattern = [=[  <!DOCTYPE HTML PUBLIC ""%-//W3C//DTD HTML 4.01 Transitional//EN""\n""http://www.w3.org/TR/html4/loose.dtd"">\n<html>\n  <head>"
LusterniaChatTabs.mpackage,demontools.lua,92,Network Identifiers,http://fonts.googleapis.com/css%?family=Droid%+Sans%+Mono,fonts.googleapis.com,fonts.googleapis.com,Resolved,http://fonts.googleapis.com/css%?family=Droid%+Sans%+Mono,"  <head>\n    <meta http%-equiv=""Content%-Type"" content=""text/html;charset=utf%-8"" >\n    <link href='http://fonts.googleapis.com/css%?family=Droid%+Sans%+Mono' rel='stylesheet' type='text/css'>\n    <style type=""text/css"">\n      body {"
LusterniaChatTabs.mpackage,emco.lua,1186,Network Identifiers,https://wiki.mudlet.org/w/Manual:Lua_Functions#getTime,wiki.mudlet.org,wiki.mudlet.org,Resolved,https://wiki.mudlet.org/w/Manual:Lua_Functions#getTime,"  if strippedFormat ~= """" then\n    self.ae(funcName,\n            ""format contains invalid time format characters. Please see https://wiki.mudlet.org/w/Manual:Lua_Functions#getTime for formatting information"")\n  else\n    self.timestampFormat = format"
LusterniaChatTabs.mpackage,emco.lua,2137,Unsafe Inputs,load(,,,,,"\n\nfunction EMCO:load()\n  local dirname = getMudletHomeDir() .. ""/EMCO/""\n  local filename = dirname .. self.name .. "".lua"""
LusterniaChatTabs.mpackage,emco.lua,2142,Unsafe Inputs,load(,,,,,"  local configTable = {}\n  if io.exists(filename) then\n    table.load(filename, configTable)\n  else\n    debugc(string.format(""Attempted to load config for EMCO named %s but the file could not be found. Filename: %s"", self.name, filename))"
EMCOChat.mpackage,demontools.lua,61,Network Identifiers,http://www.w3.org/TR/html4/loose.dtd,www.w3.org,www.w3.org,Resolved,http://www.w3.org/TR/html4/loose.dtd,"\nlocal htmlHeader = [=[  <!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN""\n""http://www.w3.org/TR/html4/loose.dtd"">\n<html>\n  <head>"
EMCOChat.mpackage,demontools.lua,65,Network Identifiers,http://fonts.googleapis.com/css?family=Droid+Sans+Mono,fonts.googleapis.com,fonts.googleapis.com,Resolved,http://fonts.googleapis.com/css?family=Droid+Sans+Mono,"  <head>\n    <meta http-equiv=""Content-Type"" content=""text/html;charset=utf-8"" >\n    <link href='http://fonts.googleapis.com/css?family=Droid+Sans+Mono' rel='stylesheet' type='text/css'>\n    <style type=""text/css"">\n      body {"
EMCOChat.mpackage,demontools.lua,79,Network Identifiers,http://www.w3.org/TR/html4/loose.dtd,www.w3.org,www.w3.org,Resolved,http://www.w3.org/TR/html4/loose.dtd,"\nlocal htmlHeaderPattern = [=[  <!DOCTYPE HTML PUBLIC ""%-//W3C//DTD HTML 4.01 Transitional//EN""\n""http://www.w3.org/TR/html4/loose.dtd"">\n<html>\n  <head>"
EMCOChat.mpackage,demontools.lua,83,Network Identifiers,http://fonts.googleapis.com/css%?family=Droid%+Sans%+Mono,fonts.googleapis.com,fonts.googleapis.com,Resolved,http://fonts.googleapis.com/css%?family=Droid%+Sans%+Mono,"  <head>\n    <meta http%-equiv=""Content%-Type"" content=""text/html;charset=utf%-8"" >\n    <link href='http://fonts.googleapis.com/css%?family=Droid%+Sans%+Mono' rel='stylesheet' type='text/css'>\n    <style type=""text/css"">\n      body {"
EMCOChat.mpackage,emco.lua,1261,Network Identifiers,https://wiki.mudlet.org/w/Manual:Lua_Functions#getTime,wiki.mudlet.org,wiki.mudlet.org,Resolved,https://wiki.mudlet.org/w/Manual:Lua_Functions#getTime,"  if strippedFormat ~= """" then\n    self.ae(funcName,\n            ""format contains invalid time format characters. Please see https://wiki.mudlet.org/w/Manual:Lua_Functions#getTime for formatting information"")\n  else\n    self.timestampFormat = format"
EMCOChat.mpackage,emco.lua,2229,Unsafe Inputs,load(,,,,,"\n\nfunction EMCO:load()\n  local dirname = getMudletHomeDir() .. ""/EMCO/""\n  local filename = dirname .. self.name .. "".lua"""
EMCOChat.mpackage,emco.lua,2234,Unsafe Inputs,load(,,,,,"  local configTable = {}\n  if io.exists(filename) then\n    table.load(filename, configTable)\n  else\n    debugc(string.format(""Attempted to load config for EMCO named %s but the file could not be found. Filename: %s"", self.name, filename))"
dartmudlet-1.8.5.zip,SCRIPTS/scripts_allocs.lua,619,Unsafe Inputs,load(,,,,,\n	Status.allocCurrentDisplay = 1\n	Allocs.load()\n	Allocs.showAllocsCurrentFields(Status.allocCurrentDisplay)\n	Allocs.showAllocsCurrentNumber(Status.allocCurrentDisplay)
dartmudlet-1.8.5.zip,SCRIPTS/scripts_allocs.lua,695,Unsafe Inputs,load(,,,,,"\n		dba.execute(query)\n		Allocs.load()\n		Allocs.showAllocsCurrentFields(Status.allocCurrentDisplay)\n		cecho(""<yellow>Allocs: Allocation copied\n"")"
dartmudlet-1.8.5.zip,SCRIPTS/scripts_allocs.lua,725,Unsafe Inputs,load(,,,,,"\n		dba.execute(query)\n		Allocs.load()\n		Allocs.showAllocsCurrentFields(Status.allocCurrentDisplay)\n		Events.raiseEvent(""checkAllocSetButtonEvent"", {target = ""unknown""})"
dartmudlet-1.8.5.zip,SCRIPTS/scripts_repeat.lua,264,Unsafe Inputs,load(,,,,,	Status.repeatCurrentDisplay = 1\n    Status.repeatCurrentActive = 0\n	Repeat.load()\n	showRepeatCurrentFields(Status.repeatCurrentDisplay)\n	showRepeatCurrentNumber(Status.repeatCurrentDisplay)
dartmudlet-1.8.5.zip,SCRIPTS/scripts_repeat.lua,467,Unsafe Inputs,load(,,,,,\n		dba.execute(query)\n        Repeat.load()\n        if Status.repeatCurrentActive == target then\n            Status.repeatCurrentActive = 0
dartmudlet-1.8.5.zip,SCRIPTS/scripts_repeat.lua,499,Unsafe Inputs,load(,,,,,\n		dba.execute(query)\n        Repeat.load()\n        if Status.repeatCurrentActive == target then\n            Status.repeatCurrentActive = 0
dartmudlet-1.8.5.zip,SCRIPTS/scripts_saver.lua,22,Unsafe Inputs,load(,,,,,"local function setup(args)\n  if io.exists(getMudletHomeDir()..""/dartmudlet.txt"") then\n    table.load(getMudletHomeDir()..""/dartmudlet.txt"", saveTable)\n  else\n    saveTable = {}"
dartmudlet-1.8.5.zip,SCRIPTS/scripts_tabs.lua,1144,Unsafe Inputs,load(,,,,,"\n\nfunction Adjustable.TabWindow:load(slot, dir)\n    if type(self) ~= ""table"" then\n        dir = slot"
dartmudlet-1.8.5.zip,SCRIPTS/scripts_tabs.lua,1156,Unsafe Inputs,load(,,,,,"    local mytable = {}\n    if io.exists(loadDir) then\n        table.load(loadDir, mytable)\n    else\n        return ""No saved settings found at: ""..loadDir"
dartmudlet-1.8.5.zip,SCRIPTS/scripts_tabs.lua,1191,Unsafe Inputs,load(,,,,,"                tempStyleWindow:createTempWindow(nil, k)\n            end\n            Adjustable.TabWindow.all[k].container.container:load(slot, dir)\n            if v.windowname ~= ""main"" then\n                Adjustable.TabWindow.all[k].container.container:changeContainer(Geyser.windowList[v.windowname..""Container""].windowList[v.windowname])"
dartmudlet-1.8.5.zip,SCRIPTS/scripts_tabs.lua,1238,Unsafe Inputs,load(,,,,,"                    end\n                    \n                    myTab:load(slot, dir)\n                end\n            end"
dartmudlet-1.8.5.zip,_core.lua,19,Unsafe Inputs,dofile(,,,,,"	for file in lfs.dir(aliases_directory) do\n		if lfs.attributes(aliases_directory..file,""mode"") == ""file"" then\n			table.insert(modules, dofile(aliases_directory..file))\n		end\n	end"
dartmudlet-1.8.5.zip,_core.lua,26,Unsafe Inputs,dofile(,,,,,"	for file in lfs.dir(scripts_directory) do\n		if lfs.attributes(scripts_directory..file,""mode"") == ""file"" then\n			table.insert(modules, dofile(scripts_directory..file))\n		end\n	end"
dartmudlet-1.8.5.zip,_core.lua,33,Unsafe Inputs,dofile(,,,,,"	for file in lfs.dir(timers_directory) do\n		if lfs.attributes(timers_directory..file,""mode"") == ""file"" then\n			table.insert(modules, dofile(timers_directory..file))\n		end\n	end"
dartmudlet-1.8.5.zip,_core.lua,40,Unsafe Inputs,dofile(,,,,,"	for file in lfs.dir(triggers_directory) do\n		if lfs.attributes(triggers_directory..file,""mode"") == ""file"" then\n			table.insert(modules, dofile(triggers_directory..file))\n		end\n	end"
dartmudlet-1.8.5.zip,_core.lua,47,Unsafe Inputs,dofile(,,,,,"	for file in lfs.dir(ui_directory) do\n		if lfs.attributes(ui_directory..file,""mode"") == ""file"" then\n			table.insert(modules, dofile(ui_directory..file))\n		end\n	end"
dartmudlet-1.8.5.zip,_core.lua,60,Unsafe Inputs,load(,,,,,"	isFirstLoad = false\n\n	_Core.load()\n\n	send(""score"", false)"
dartmudlet-1.8.5.zip,_core.lua,76,Unsafe Inputs,load(,,,,,"	for i,module in ipairs(modules) do\n		if module.load then\n			module.load()\n		end\n	end"
